dataset,width,height,psnr,ssim
EUVP,256,256,12.310399755458468,0.7244162708893703
EUVP,256,256,13.61881804793504,0.7747006774862356
EUVP,256,256,11.631558794495172,0.7656298523469389
EUVP,256,256,12.641120632130987,0.8132077013256221
EUVP,256,256,11.454322322564309,0.751160395979562
EUVP,256,256,15.6500528946726,0.7099604492604573
EUVP,256,256,17.10669607091365,0.896779466325174
EUVP,256,256,13.694819421240389,0.8360398116577169
EUVP,256,256,20.646762669017846,0.8625975823020698
EUVP,256,256,11.918747461537345,0.7474035934788077
EUVP,256,256,15.64810308703721,0.8612380420474554
EUVP,256,256,15.274606018334804,0.8450993739881653
EUVP,256,256,13.420144005345469,0.8661604841845931
EUVP,256,256,17.12202658038252,0.6825368212977435
EUVP,256,256,22.657076675892416,0.9588962550239118
EUVP,256,256,12.244570044236296,0.7877404063142226
EUVP,256,256,17.61832426795324,0.8739551472528823
EUVP,256,256,14.284106762850309,0.7648730596699264
EUVP,256,256,13.755337928151194,0.7968598233487126
EUVP,256,256,16.348566757967617,0.8428367275932137
EUVP,256,256,15.314551940066963,0.7928683212970794
EUVP,256,256,15.810364678956715,0.6761221729948845
EUVP,256,256,17.422995552443034,0.8217437835839009
EUVP,256,256,13.177996978643163,0.8349196639612019
EUVP,256,256,18.373030462829437,0.8657596615964073
EUVP,256,256,18.446128228847325,0.9052101267707952
EUVP,256,256,14.366867052831262,0.7198895659196923
EUVP,256,256,17.08208408828338,0.7276614484907572
EUVP,256,256,20.70271497791805,0.7844619777311278
EUVP,256,256,16.268565632993685,0.7810349107185193
EUVP,256,256,16.64219088124948,0.8576138532218135
EUVP,256,256,11.37098315000981,0.4124742016442897
EUVP,256,256,12.601767304293203,0.8363581426445692
EUVP,256,256,19.027742136146085,0.9213947123041208
EUVP,256,256,12.410509673372337,0.7241404289584614
EUVP,256,256,17.909480166449647,0.8843931672787716
EUVP,256,256,11.827598792736357,0.7557462120386633
EUVP,256,256,17.13539400351322,0.7105437880257895
EUVP,256,256,17.003897408252236,0.8659984601435315
EUVP,256,256,18.45586545042257,0.9361943735193421
EUVP,256,256,16.114232267738373,0.6391751555258878
EUVP,256,256,15.289951800789554,0.7086116034365691
EUVP,256,256,15.583553013273066,0.9090037468069984
EUVP,256,256,15.47654556629846,0.8754811045796576
EUVP,256,256,20.639416511524516,0.6754128114061718
EUVP,256,256,16.80442013715333,0.8495114179829112
EUVP,256,256,17.058959034540205,0.7702952451555977
EUVP,256,256,15.0595595203555,0.8225772701681625
EUVP,256,256,18.785658129439486,0.8306429967902274
EUVP,256,256,19.392490264350194,0.8616877442096751
EUVP,256,256,15.21250014681849,0.89211984079007
EUVP,256,256,12.20110047520995,0.7097448905123095
EUVP,256,256,18.594605770220113,0.7928473689415835
EUVP,256,256,17.0177992081894,0.9053105939769308
EUVP,256,256,17.285451074481763,0.7988008629849325
EUVP,256,256,19.013593105936017,0.8761772501648969
EUVP,256,256,16.26123975134127,0.8985952522490294
EUVP,256,256,14.615178897441648,0.752593220912904
EUVP,256,256,23.61096446101979,0.9040852942388143
EUVP,256,256,14.509940328893041,0.7661629449863262
EUVP,256,256,13.493793169329372,0.6758423715588356
EUVP,256,256,15.29375015929637,0.7297625051716276
EUVP,256,256,21.435030505902894,0.9116856810755639
EUVP,256,256,13.941684735711515,0.9100327573703195
EUVP,256,256,17.613819422230307,0.7736901787900115
EUVP,256,256,11.562090658689863,0.7878480714904527
EUVP,256,256,14.311495505148741,0.7101865092451728
EUVP,256,256,15.98757104560477,0.9364145296872529
EUVP,256,256,14.734626705719077,0.7485876581892992
EUVP,256,256,14.781967774333406,0.749392225224098
EUVP,256,256,18.481408939851942,0.9209255108262568
EUVP,256,256,16.60672196683627,0.901939007731195
EUVP,256,256,14.328822735691826,0.8762571310338249
EUVP,256,256,14.557945693605884,0.8173667658098874
EUVP,256,256,18.66011640727644,0.8805007581536098
EUVP,256,256,16.088620392338605,0.8900980172118933
EUVP,256,256,14.95447785506295,0.8720899524107337
EUVP,256,256,15.569082013654176,0.9129551190045152
EUVP,256,256,15.024348646288344,0.8197029550413175
EUVP,256,256,12.52727173210526,0.7681893337093643
EUVP,256,256,19.67389437086497,0.9318043986760433
EUVP,256,256,17.54997795672431,0.7197877450906546
EUVP,256,256,18.747976138064637,0.6984521761811228
EUVP,256,256,15.003525188892537,0.8682638127772209
EUVP,256,256,19.328337276687325,0.7972609376472849
EUVP,256,256,15.081399834006302,0.6750554780193582
EUVP,256,256,18.091844308864065,0.7580962956194292
EUVP,256,256,20.957893724219765,0.8718237726748465
EUVP,256,256,16.78870319985825,0.8195455892673094
EUVP,256,256,15.29075826801652,0.8237298751825181
EUVP,256,256,14.65710015727627,0.7166178454304487
EUVP,256,256,19.57233734554623,0.9246979816653051
EUVP,256,256,16.018996445382715,0.7781579411721579
EUVP,256,256,17.431251163238798,0.8116866917297024
EUVP,256,256,11.319188393417496,0.7545824510539777
EUVP,256,256,16.733967036188837,0.8101902769819825
EUVP,256,256,15.315567282233108,0.7610950610432651
EUVP,256,256,17.881766664246193,0.892154925983986
EUVP,256,256,12.897416248186175,0.8119112703176296
EUVP,256,256,20.568961744577173,0.9308805086684618
EUVP,256,256,16.057489890521722,0.8231588151309687
EUVP,256,256,19.200242398598103,0.842844032216612
EUVP,256,256,15.190918459579233,0.8866028175373404
EUVP,256,256,12.544837428981374,0.8371375117987853
EUVP,256,256,19.056360750731752,0.9515555636059502
EUVP,256,256,12.377881392227303,0.7357339057174349
EUVP,256,256,11.443783230551043,0.7149804168123818
EUVP,256,256,14.406327465949227,0.8016530777360592
EUVP,256,256,24.89145737626613,0.9460385127447216
EUVP,256,256,16.449018305170874,0.7467600213800294
EUVP,256,256,15.959534819327603,0.8621462037595151
EUVP,256,256,16.81586488331192,0.9153774937913647
EUVP,256,256,15.190868182138859,0.8963415043761392
EUVP,256,256,14.771340968020683,0.7513488551797917
EUVP,256,256,16.77586211047235,0.692890101588662
EUVP,256,256,20.88966669947691,0.9037482051770804
EUVP,256,256,12.599538400184773,0.8520863246268773
EUVP,256,256,18.84298387421427,0.7311048002224635
EUVP,256,256,21.69693159166777,0.792543718401646
EUVP,256,256,15.088214408559764,0.7592916268693756
EUVP,256,256,8.572092185535002,0.5089687582860958
EUVP,256,256,15.50424792332353,0.8713652491129106
EUVP,256,256,25.09823765237992,0.7274194520999933
EUVP,256,256,14.177131164048705,0.6636421931995423
EUVP,256,256,12.505173948727366,0.5933385296185619
EUVP,256,256,15.760339678372953,0.9182619208077711
EUVP,256,256,16.25913902735432,0.8968499346943467
EUVP,256,256,14.07249376299913,0.6457883150008957
EUVP,256,256,10.373657169099516,0.7103905507140166
EUVP,256,256,15.137914525994201,0.9245252013619822
EUVP,256,256,9.757059946301661,0.732984896640516
EUVP,256,256,19.564550416843794,0.6861067466734075
EUVP,256,256,14.929212853116374,0.8235416785429153
EUVP,256,256,18.480693235285134,0.8887123464791
EUVP,256,256,20.73104777132955,0.7461131318201418
EUVP,256,256,18.21470890757266,0.8760595935406162
EUVP,256,256,17.74955891668326,0.8468475963724602
EUVP,256,256,19.211895633414787,0.875370395649349
EUVP,256,256,18.20129753224463,0.7241470111137378
EUVP,256,256,12.697375341032458,0.7569784127857568
EUVP,256,256,18.719875413108817,0.931464606885477
EUVP,256,256,17.396203930702626,0.8331538552360733
EUVP,256,256,16.12395088671906,0.8093857097677687
EUVP,256,256,13.1115364466652,0.658482264317427
EUVP,256,256,20.93683063753703,0.7433606025088922
EUVP,256,256,18.25847422578817,0.9201374016167113
EUVP,256,256,16.95649911033156,0.8490922542688111
EUVP,256,256,12.28363227419498,0.8688616164383222
EUVP,256,256,17.651171286422095,0.8972347417259176
EUVP,256,256,18.617226532618822,0.8796340890920872
EUVP,256,256,20.615352203491433,0.8403534062174435
EUVP,256,256,12.341975065937486,0.7755710341946486
EUVP,256,256,13.969637015476398,0.8291469944680309
EUVP,256,256,15.297013776763764,0.8199794225738083
EUVP,256,256,17.00644244526896,0.8563473001164729
EUVP,256,256,15.898323364374203,0.8134334234001015
EUVP,256,256,22.213870644998185,0.8686555732845864
EUVP,256,256,18.10291792556207,0.9030253675739632
EUVP,256,256,18.244157326409365,0.95554163379624
EUVP,256,256,17.425203695101082,0.9099009918933071
EUVP,256,256,18.26036639195698,0.8632697534911236
EUVP,256,256,12.21004880587816,0.7819180852918478
EUVP,256,256,15.506006464434773,0.8818099315863003
EUVP,256,256,20.475530569997687,0.9421324936042565
EUVP,256,256,16.492082706418472,0.8922810422534413
EUVP,256,256,15.269157708913067,0.8528371877701003
EUVP,256,256,20.56875677444319,0.7793100088415302
EUVP,256,256,18.406599920742238,0.8605024058439317
EUVP,256,256,15.299974321940685,0.8694532483816277
EUVP,256,256,14.23890637023919,0.8643438669683841
EUVP,256,256,11.250000777386141,0.733971507921941
EUVP,256,256,20.382155917621994,0.8210699122705547
EUVP,256,256,15.529090991961901,0.8119074313582507
EUVP,256,256,17.752239857850476,0.7322031995625652
EUVP,256,256,12.49885865989896,0.6752856444642997
EUVP,256,256,16.479942070511076,0.8976568941352056
EUVP,256,256,17.17715081098033,0.9269590114279479
EUVP,256,256,14.182913239880875,0.8434396722292142
EUVP,256,256,12.532863355729802,0.7824535408065705
EUVP,256,256,16.298748563053056,0.9102850815871704
EUVP,256,256,13.052858456734322,0.8191637232702448
EUVP,256,256,13.712054494616588,0.8522558408772617
EUVP,256,256,11.70664712687287,0.8061998904756961
EUVP,256,256,20.2974013120274,0.9325215431014797
EUVP,256,256,17.66449418807465,0.724377282656865
EUVP,256,256,22.522486299931387,0.9547943900247424
EUVP,256,256,15.669561569296832,0.7619266788563035
EUVP,256,256,16.51241688428287,0.8654107994955486
EUVP,256,256,17.68033447498268,0.9315888030504856
EUVP,256,256,15.74924695568039,0.9244683715621402
EUVP,256,256,13.86016297509009,0.8139212358158558
EUVP,256,256,13.753856490218183,0.8316266869376925
EUVP,256,256,15.451200363479582,0.8262882023809394
EUVP,256,256,21.329651236154206,0.8133775597244933
EUVP,256,256,16.701003885078574,0.8762862618915429
EUVP,256,256,16.280549360134128,0.7894696913525555
EUVP,256,256,11.309612391190978,0.7481677373184693
EUVP,256,256,17.37240389245716,0.9263515539472786
EUVP,256,256,18.73348546381117,0.8530736158584737
EUVP,256,256,20.341005232733586,0.8797229404156838
EUVP,256,256,17.845378583871796,0.9396388977610304
EUVP,256,256,15.477138763532729,0.8676823322614412
EUVP,256,256,17.007395728643246,0.9287935992261583
EUVP,256,256,20.764815955357562,0.9233083749996176
EUVP,256,256,15.941813747389782,0.8621527538717698
EUVP,256,256,16.87868226940762,0.857857003918614
EUVP,256,256,15.864673647987837,0.8499266224681771
EUVP,256,256,15.057697815029115,0.8762115738522077
EUVP,256,256,14.073340808231787,0.8826927063541682
EUVP,256,256,17.095028225307704,0.9058741632377298
EUVP,256,256,18.863147559010365,0.6565040767873929
EUVP,256,256,14.343936068431109,0.6329264248389941
EUVP,256,256,13.927592929961314,0.8220387959647973
EUVP,256,256,18.05795408360202,0.852048785823579
EUVP,256,256,18.44677689615632,0.8758192416526404
EUVP,256,256,18.528255102904367,0.889898973392126
EUVP,256,256,13.58046896362237,0.8072381283422239
EUVP,256,256,13.381442285135464,0.8563491902812447
EUVP,256,256,16.71182850915424,0.8079668528669416
EUVP,256,256,13.093719674322626,0.7231857811858401
EUVP,256,256,17.800520069175537,0.7708983881864538
EUVP,256,256,20.720796172474376,0.8543215618050684
EUVP,256,256,13.71698897135412,0.8053548044438054
EUVP,256,256,11.812882935855594,0.653354786643185
EUVP,256,256,20.733670174571056,0.8345108166866019
EUVP,256,256,18.202423744840296,0.8937530780137086
EUVP,256,256,14.059035165649554,0.7505790475226481
EUVP,256,256,14.818246661468294,0.8722570862155447
EUVP,256,256,14.346903169634917,0.8260116497714338
EUVP,256,256,19.205387891772617,0.7809891686758693
EUVP,256,256,17.3235904866048,0.9291431823497035
EUVP,256,256,13.29711562671925,0.8394102056559484
EUVP,256,256,15.655905538914755,0.8481296441423932
EUVP,256,256,18.79602096796579,0.8483689531562159
EUVP,256,256,16.70686473716745,0.7340999447834121
EUVP,256,256,15.591530645379944,0.9136914230799551
EUVP,256,256,18.450359435440763,0.828725409812583
EUVP,256,256,18.142197256259376,0.8064420548892306
EUVP,256,256,20.722338707055666,0.7816377261451485
EUVP,256,256,19.003570678977226,0.7535949144683075
EUVP,256,256,17.499391301954446,0.9005335640478185
EUVP,256,256,20.28153901881156,0.9369517879392849
EUVP,256,256,17.372827037830533,0.8730994676535232
EUVP,256,256,22.528544459581255,0.8885468901963526
EUVP,256,256,12.514581173376826,0.7918873238354648
EUVP,256,256,20.726667403131348,0.9352839213024534
EUVP,256,256,15.50329625543883,0.7795863260525318
EUVP,256,256,11.83361173092787,0.7996935597437848
EUVP,256,256,15.86188029397471,0.9309088927712527
EUVP,256,256,17.81086549254389,0.8337858020970953
EUVP,256,256,16.61818638790423,0.7681715471779286
EUVP,256,256,14.046619941836225,0.6755967615128934
EUVP,256,256,18.772915162588244,0.9294534724593708
EUVP,256,256,16.27536377485266,0.7981966268427861
EUVP,256,256,17.486575389444894,0.8565569302279168
EUVP,256,256,12.50400589393988,0.8696767108096658
EUVP,256,256,14.746655168227441,0.8823028927019982
EUVP,256,256,17.755649694458643,0.9276022774446556
EUVP,256,256,16.739574124398345,0.8249932528554119
EUVP,256,256,11.80808719737885,0.8085763300799115
EUVP,256,256,17.375772295752906,0.8426346512915833
EUVP,256,256,15.932791012625776,0.9084261605842591
EUVP,256,256,11.927196283597139,0.6533353252070007
EUVP,256,256,12.883761536228286,0.7236826506827221
EUVP,256,256,17.421241049619834,0.8747912200080878
EUVP,256,256,14.590315690422177,0.8846418989346067
EUVP,256,256,16.83129253713262,0.8833980952924351
EUVP,256,256,13.695752452183443,0.834151023445148
EUVP,256,256,18.29143733955831,0.8996772105765308
EUVP,256,256,15.36362408532469,0.725021912735356
EUVP,256,256,19.10722855895137,0.9372276516198625
EUVP,256,256,18.676330917399056,0.8939743024315843
EUVP,256,256,18.863930253707977,0.9141956766593716
EUVP,256,256,12.369396395147872,0.6818276095433635
EUVP,256,256,18.994269203256277,0.9070254590950563
EUVP,256,256,12.934003583135393,0.8653185888757391
EUVP,256,256,12.06856902144205,0.645166985578768
EUVP,256,256,22.642635006508932,0.8042337419615833
EUVP,256,256,14.396647393062835,0.8103371782216579
EUVP,256,256,15.380456872077445,0.8502677475599963
EUVP,256,256,14.138284790238266,0.7887693532288912
EUVP,256,256,12.924472652730238,0.770773600163681
EUVP,256,256,14.286939598082773,0.6258613396239909
EUVP,256,256,18.86272196325769,0.8994998560371287
EUVP,256,256,15.64036368952001,0.7835932498608503
EUVP,256,256,21.8204530307747,0.9191469850383823
EUVP,256,256,17.691000287650734,0.9059880389309023
EUVP,256,256,16.094606837822614,0.8499203706591069
EUVP,256,256,15.902605621688508,0.86861417332895
EUVP,256,256,19.785521797168578,0.868655051413796
EUVP,256,256,17.630323214608627,0.8085419795522207
EUVP,256,256,17.555225818310017,0.6898504779341618
EUVP,256,256,11.844991784845169,0.7896068383567036
EUVP,256,256,16.47743245187478,0.8559868781380634
EUVP,256,256,18.54881812850751,0.8794651865393502
EUVP,256,256,13.289661190367463,0.718613810100793
EUVP,256,256,15.614977881335106,0.9018324762548463
EUVP,256,256,13.984981672611479,0.8664578585972588
EUVP,256,256,16.778350521874046,0.9174284752179771
EUVP,256,256,12.282407375221975,0.7504465466102932
EUVP,256,256,18.334321162319096,0.9054951880684192
EUVP,256,256,14.245632253686288,0.8327771414650703
EUVP,256,256,15.415091661926258,0.73557068592963
EUVP,256,256,15.293896149258705,0.7469152317425668
EUVP,256,256,14.782790336857019,0.5153260659179014
EUVP,256,256,18.987386674064343,0.9317206973249085
EUVP,256,256,18.448627176618338,0.8563383070807952
EUVP,256,256,10.85596032760244,0.6513329257773327
EUVP,256,256,13.998111758481626,0.5477509396276091
EUVP,256,256,16.81213232945045,0.8205242167134751
EUVP,256,256,17.49012010350221,0.8909011336598028
EUVP,256,256,11.247297184719017,0.7153133239489047
EUVP,256,256,19.37465155238453,0.7524089711016252
EUVP,256,256,13.345514870644536,0.7944623756966114
EUVP,256,256,16.600463912390506,0.90700849053118
EUVP,256,256,15.588325988070363,0.8718537732942693
EUVP,256,256,13.761321172180331,0.7689122933176669
EUVP,256,256,15.947505116690369,0.7909137004465531
EUVP,256,256,12.389568807375715,0.8691027494500303
EUVP,256,256,13.861458329498873,0.8926942345191752
EUVP,256,256,17.715803166196107,0.812970889746654
EUVP,256,256,13.88681833858007,0.7605506913637159
EUVP,256,256,13.567832473750496,0.7838113544976041
EUVP,256,256,15.205869816488732,0.7903563525088003
EUVP,256,256,18.587786633413103,0.7226192398819024
EUVP,256,256,13.499885224974182,0.7040300613070968
EUVP,256,256,15.535312352891173,0.7844038898347812
EUVP,256,256,14.898341403883773,0.7947773343004204
EUVP,256,256,17.824370573205414,0.8069108315330399
EUVP,256,256,19.33156406763208,0.8985643387101824
EUVP,256,256,17.762161030102007,0.8530414565911499
EUVP,256,256,14.305145529929717,0.7531557270001611
EUVP,256,256,14.862327431283731,0.8089669109189496
EUVP,256,256,22.907676220736132,0.8610786598173977
EUVP,256,256,19.722017783696543,0.7990784709438378
EUVP,256,256,19.470616603736822,0.7877065595611784
EUVP,256,256,17.541584875447683,0.8255063441136737
EUVP,256,256,17.22642520541647,0.7785300571373197
EUVP,256,256,16.4484009822551,0.8739093071094964
EUVP,256,256,18.068193279641644,0.9477880854979771
EUVP,256,256,14.130522656252415,0.749383304812515
EUVP,256,256,16.264852705653222,0.7508629504968879
EUVP,256,256,17.945743259508294,0.9244380645915403
EUVP,256,256,14.503166082527061,0.7990702044369346
EUVP,256,256,12.55358774378454,0.7302705696287329
EUVP,256,256,22.709052274593926,0.912828989202068
EUVP,256,256,18.254749800296295,0.8978114445456294
EUVP,256,256,10.879852349294442,0.5559609494297517
EUVP,256,256,25.152388222061752,0.959233604362345
EUVP,256,256,14.214011147669643,0.7770189188036661
EUVP,256,256,19.27386317322383,0.9137265154681651
EUVP,256,256,18.81437744484797,0.8977045638566493
EUVP,256,256,12.934751804157202,0.7850387562904313
EUVP,256,256,18.322287910203855,0.9338888321605788
EUVP,256,256,19.556455874058468,0.9315376469936627
EUVP,256,256,19.54425377512693,0.8527051978886123
EUVP,256,256,14.394054320040926,0.8107809115126741
EUVP,256,256,19.467109022105745,0.8990218197418276
EUVP,256,256,16.80264698041515,0.8201463210918614
EUVP,256,256,11.50298978245707,0.7980308645721266
EUVP,256,256,13.519613834960087,0.7529279930085012
EUVP,256,256,15.620951074167973,0.8203291114019433
EUVP,256,256,11.37756745278673,0.7333085849212599
EUVP,256,256,16.2660607210282,0.8674587078275738
EUVP,256,256,16.302912564283748,0.875526651249961
EUVP,256,256,14.139814379949678,0.7949675695777007
EUVP,256,256,13.76773280717039,0.7717338215255584
EUVP,256,256,14.123385455033077,0.8233582773026997
EUVP,256,256,12.266200943152208,0.7197700494961973
EUVP,256,256,15.239171307831601,0.8192176085559203
EUVP,256,256,16.648509852124327,0.893619373347642
EUVP,256,256,14.675659653117615,0.763786263137944
EUVP,256,256,18.76319678944932,0.8976435441509302
EUVP,256,256,18.810944695083947,0.8487623568848622
EUVP,256,256,15.763935350700208,0.9251121310851288
EUVP,256,256,17.292226412320947,0.7901074876872869
EUVP,256,256,16.73086885857608,0.8912455154867245
EUVP,256,256,16.65920291043769,0.7710707143803485
EUVP,256,256,19.709806972625948,0.9138634723935434
EUVP,256,256,16.33896355446691,0.8852052274526621
EUVP,256,256,15.056410049034731,0.897252637569053
EUVP,256,256,16.667598164922936,0.929936222139836
EUVP,256,256,16.890910469538795,0.911908443197729
EUVP,256,256,18.481963650115443,0.8982072889693923
EUVP,256,256,15.797175501565743,0.8536739035096744
EUVP,256,256,17.62892007903797,0.882208659572453
EUVP,256,256,18.163743792250862,0.9223853906470293
EUVP,256,256,17.480004741710523,0.9299056284372403
EUVP,256,256,20.917435252500617,0.7085737766129925
EUVP,256,256,18.129990641714468,0.7252081479980165
EUVP,256,256,11.254517009984289,0.6833432425040739
EUVP,256,256,17.831458092475955,0.8824536833030557
EUVP,256,256,16.202364276995493,0.8439939961230661
EUVP,256,256,15.74702274328839,0.749051000566368
EUVP,256,256,15.449552724348376,0.7681801812966734
EUVP,256,256,12.993204033294294,0.7839780940190081
EUVP,256,256,16.076567258743772,0.8978179926598857
EUVP,256,256,17.39751373429215,0.9306210832249295
EUVP,256,256,16.50023727269392,0.8881036705781066
EUVP,256,256,18.37210996807763,0.9040707405186067
EUVP,256,256,17.389881846170454,0.7337974358481784
EUVP,256,256,23.218283224813657,0.8397692051516383
EUVP,256,256,9.926893275001266,0.6697250833917417
EUVP,256,256,16.514440816897338,0.8094354968586396
EUVP,256,256,15.734273540158233,0.7456573847674957
EUVP,256,256,13.612358123608095,0.8997437327501107
EUVP,256,256,17.493417625123058,0.7120345859836089
EUVP,256,256,12.548987605237322,0.6963598108977459
EUVP,256,256,20.18297058938582,0.9626625664105205
EUVP,256,256,15.39420861958164,0.7102492026005042
EUVP,256,256,15.179347155762281,0.8631943676220882
EUVP,256,256,19.46853644025989,0.7915804843659457
EUVP,256,256,9.294845106543276,0.6712894930907356
EUVP,256,256,16.869826705139726,0.868404213206908
EUVP,256,256,18.141924209711014,0.933686018644936
EUVP,256,256,15.161384579063999,0.7407778973181234
EUVP,256,256,19.38524934919939,0.8045708471586526
EUVP,256,256,18.337619060192193,0.8914455640996991
EUVP,256,256,17.8178595638813,0.8177558510193871
EUVP,256,256,18.85332037416304,0.9147085228040691
EUVP,256,256,21.118553486044526,0.9487694210147657
EUVP,256,256,15.663490989539293,0.8110093015111479
EUVP,256,256,19.33963384645094,0.9298132390335576
EUVP,256,256,21.400466411614495,0.902022186469246
EUVP,256,256,20.31099404741095,0.9440542221944073
EUVP,256,256,17.602268824630066,0.8193982989085805
EUVP,256,256,15.881191904616689,0.9129754197845124
EUVP,256,256,17.620195886582344,0.7352092980656915
EUVP,256,256,15.461189525949637,0.87082319151382
EUVP,256,256,17.319757466522013,0.6828464644170578
EUVP,256,256,15.827234488195945,0.8948122011734868
EUVP,256,256,15.001933201815794,0.821422744013257
EUVP,256,256,14.52750153301615,0.7588611325570126
EUVP,256,256,19.320997644514605,0.8517543417570029
EUVP,256,256,16.018334939113167,0.9150973527555356
EUVP,256,256,15.552460473285056,0.9063271487193685
EUVP,256,256,18.291755939714136,0.7566746754265156
EUVP,256,256,14.38155523187695,0.6389491621451363
EUVP,256,256,12.737523696019437,0.6921336390314942
EUVP,256,256,22.929362839722014,0.8558493283643669
EUVP,256,256,18.201713880504805,0.7842479607848704
EUVP,256,256,18.736469224635925,0.889640848097315
EUVP,256,256,14.399573256913591,0.8651884513735458
EUVP,256,256,14.633616805033283,0.8466504580803536
EUVP,256,256,13.09216525259294,0.7271833906355544
EUVP,256,256,22.729290379670832,0.9147475072746233
EUVP,256,256,15.052494044216322,0.6296024538140815
EUVP,256,256,13.504298476135947,0.6432729355147622
EUVP,256,256,15.71255018192003,0.8777538444087972
EUVP,256,256,13.558923192167828,0.7500712709287917
EUVP,256,256,14.667680098535037,0.8384452345482254
EUVP,256,256,13.40348526637384,0.7868975040211459
EUVP,256,256,14.594284045558638,0.7521015348954995
EUVP,256,256,10.600427244017434,0.45862744892654134
EUVP,256,256,15.84268444779573,0.5967118970504978
EUVP,256,256,13.378917783799293,0.7624154996260718
EUVP,256,256,20.20032706867836,0.8594380104469638
EUVP,256,256,13.108411376352308,0.7275438087640417
EUVP,256,256,13.083897810812017,0.7495641080386384
EUVP,256,256,16.899689702726036,0.9188543997909985
EUVP,256,256,12.924259873766955,0.6371773265265461
EUVP,256,256,14.04272189893457,0.8974958719975618
EUVP,256,256,18.037675433533185,0.6951599371627991
EUVP,256,256,12.429235673472546,0.761593155591946
EUVP,256,256,14.770941776267252,0.7262295293792246
EUVP,256,256,14.22900929626409,0.7400155949457919
EUVP,256,256,19.005516111841636,0.9410109708976586
EUVP,256,256,14.390682151032088,0.8435856311890304
EUVP,256,256,17.079475881880064,0.7638684408174337
EUVP,256,256,16.31387643293525,0.8743400711462769
EUVP,256,256,14.646854202157066,0.7992481963849011
EUVP,256,256,14.842088488875325,0.9019707334189296
EUVP,256,256,19.108871690314647,0.8666025118170756
EUVP,256,256,16.928553339898965,0.657384459964152
EUVP,256,256,18.071771130357607,0.9039620059534181
EUVP,256,256,14.300678477224073,0.7900153209660455
EUVP,256,256,13.35311708739988,0.7819774332398849
EUVP,256,256,16.13555877871014,0.9036676461303093
EUVP,256,256,15.400071023077427,0.8764740997204066
EUVP,256,256,8.225219138674522,0.3117569071865743
EUVP,256,256,16.36518508912691,0.7863928151650721
EUVP,256,256,17.328988538427716,0.8762907334281982
EUVP,256,256,17.057704638963557,0.8494225407811381
EUVP,256,256,14.901779705588012,0.8602157503737594
EUVP,256,256,20.19936154919538,0.9242485107122441
EUVP,256,256,15.155875395570519,0.8781686395673036
EUVP,256,256,14.567166085940254,0.851373896103402
EUVP,256,256,16.994379409905626,0.8815183793806932
EUVP,256,256,14.911344132957886,0.8248987012990993
EUVP,256,256,14.06097497142042,0.876644840538303
EUVP,256,256,15.048342896714802,0.9007320108973628
EUVP,256,256,18.38479884071044,0.9267383551412967
EUVP,256,256,14.650771619457325,0.7703624273590766
EUVP,256,256,16.259916473009152,0.7240771478309845
EUVP,256,256,15.153361494625859,0.8536878696374027
EUVP,256,256,20.951517556642028,0.9327085687933979
EUVP,256,256,16.51896091083661,0.8678343320737572
EUVP,256,256,18.232288678837595,0.7384019182171117
EUVP,256,256,14.201866815865579,0.8869375712739282
EUVP,256,256,15.498222654129963,0.908476292942214
EUVP,256,256,20.575550801414572,0.9277034486843206
EUVP,256,256,17.199284919612904,0.9096737670430785
EUVP,256,256,17.372207897922603,0.8383881235836409
EUVP,256,256,14.341998529160268,0.8778977242317237
EUVP,256,256,14.740998965745648,0.8011699989868744
EUVP,256,256,15.274581826592907,0.6937524666571074
EUVP,256,256,16.078576689220082,0.916878540562795
EUVP,256,256,18.882393114170956,0.6810789316915596
EUVP,256,256,19.746532249497204,0.9520809458083376
EUVP,256,256,15.383018753361767,0.7004035661588989
EUVP,256,256,17.490443405210435,0.878912533288626
EUVP,256,256,13.149723983240678,0.7578833516689322
EUVP,256,256,15.721670725989146,0.9103715845906762
EUVP,256,256,11.841162785059044,0.7657927351363417
EUVP,256,256,15.544193503872988,0.9092990070347224
EUVP,256,256,16.79026218581217,0.7692736201914627
EUVP,256,256,13.707600990912361,0.6159477715290739
EUVP,256,256,13.629565023939685,0.662082761969485
EUVP,256,256,12.709150730165366,0.7413462973535062
EUVP,256,256,18.75506476188626,0.9183474522845566
EUVP,256,256,14.419594074806092,0.8984974818751718
EUVP,256,256,20.089603412482482,0.7335001083248257
EUVP,256,256,20.325638359457017,0.8344514439829709
EUVP,256,256,14.78246977785522,0.7874497524031975
EUVP,256,256,17.821341862228547,0.8336917752128037
EUVP,256,256,11.964332767318568,0.6477558446428235
EUVP,256,256,11.709056651759553,0.646213857920369
EUVP,256,256,14.666193072769072,0.8626356356278942
EUVP,256,256,10.772483360450291,0.4895502673197642
EUVP,256,256,16.023278448483197,0.7715533897296775
EUVP,256,256,13.75706213864246,0.8747305322968971
EUVP,256,256,17.573752591021833,0.9362905551982754
EUVP,256,256,13.476332825474111,0.6600466907021253
EUVP,256,256,14.030298282636425,0.6282774416383229
EUVP,256,256,16.271825804016732,0.8974501759343735
EUVP,256,256,13.166858369935321,0.6031012873112697
EUVP,256,256,16.438302931208995,0.8738048903266152
EUVP,256,256,17.709545385505304,0.9185884142994007
EUVP,256,256,14.047111557936935,0.773957022834827
EUVP,256,256,15.991520480365287,0.7828218503459069
